job_title_group,row_count,mean_actual_salary,mean_predicted_salary,mean_residual,mean_abs_error
leadership,7,152.78571428571428,108.26991651892008,-44.5157977667942,61.731662489513475
data_engineer,19,109.94736842105263,113.13351463961075,3.1861462185581253,27.94871449747266
machine_learning,4,130.25,107.40089307910935,-22.84910692089064,26.287771471050014
data_scientist,43,105.54651162790698,109.3185558241055,3.7720441961985354,18.228765633934962
other,3,90.5,87.55070340685688,-2.949296593143117,16.96536424774983
data_analyst,15,72.3,73.16727050434717,0.8672705043471661,13.346004778867037
research_scientist,3,113.66666666666667,109.45338921493385,-4.213277451732817,6.154619037451217
